Name,HOMFLY
12a_1254,(4*v^(-2)-7+ 4*v^2)+ (12*v^(-2)-28+ 12*v^2)*z^2+ (13*v^(-2)-38+ 13*v^2)*z^4+ (6*v^(-2)-25+ 6*v^2)*z^6+ (v^(-2)-8+ v^2)*z^8+ (-1)*z^10
12a_1255,(3*v^2-3*v^4+ v^6)+ (6*v^2-11*v^4+ 5*v^6)*z^2+ (8*v^2-21*v^4+ 8*v^6)*z^4+ (5*v^2-18*v^4+ 5*v^6)*z^6+ (v^2-7*v^4+ v^6)*z^8+ (-v^4)*z^10
12a_1256,(2*v^(-4)-v^(-2)-3+ 3*v^2)+ (5*v^(-4)-7*v^(-2)-8+ 5*v^2)*z^2+ (4*v^(-4)-9*v^(-2)-9+ 4*v^2)*z^4+ (v^(-4)-5*v^(-2)-5+ v^2)*z^6+ (-v^(-2)-1)*z^8
12a_1257,(2-2*v^2+ v^4)+ (3-5*v^2-v^4+ 2*v^6)*z^2+ (3-6*v^2-5*v^4+ 3*v^6)*z^4+ (1-4*v^2-4*v^4+ v^6)*z^6+ (-v^2-v^4)*z^8
12a_1258,(3*v^(-2)-5+ 3*v^2)+ (11*v^(-2)-25+ 11*v^2)*z^2+ (13*v^(-2)-37+ 13*v^2)*z^4+ (6*v^(-2)-25+ 6*v^2)*z^6+ (v^(-2)-8+ v^2)*z^8+ (-1)*z^10
12a_1259,(2*v^(-4)-2*v^(-2)-1+ 2*v^2)+ (5*v^(-4)-7*v^(-2)-7+ 5*v^2)*z^2+ (4*v^(-4)-9*v^(-2)-9+ 4*v^2)*z^4+ (v^(-4)-5*v^(-2)-5+ v^2)*z^6+ (-v^(-2)-1)*z^8
12a_1260,(2*v^(-2)-3+ 2*v^2)+ (11*v^(-2)-24+ 11*v^2)*z^2+ (13*v^(-2)-37+ 13*v^2)*z^4+ (6*v^(-2)-25+ 6*v^2)*z^6+ (v^(-2)-8+ v^2)*z^8+ (-1)*z^10
12a_1261,(1+ 3*v^2-6*v^4+ 3*v^6)+ (3-12*v^4+ 6*v^6)*z^2+ (3-5*v^2-11*v^4+ 4*v^6)*z^4+ (1-4*v^2-5*v^4+ v^6)*z^6+ (-v^2-v^4)*z^8
12a_1262,(v^(-4)-2+ 2*v^2)+ (5*v^(-4)-6*v^(-2)-7+ 5*v^2)*z^2+ (4*v^(-4)-9*v^(-2)-9+ 4*v^2)*z^4+ (v^(-4)-5*v^(-2)-5+ v^2)*z^6+ (-v^(-2)-1)*z^8
12a_1263,(-v^(-6)+ 2*v^(-4)-v^(-2)+ 1)+ (-v^(-6)+ 2*v^(-4)+ 1-v^2)*z^2+ (-v^(-6)+ v^(-4)+ 3*v^(-2)+ 1-v^2)*z^4+ (v^(-4)+ 2*v^(-2)+ 1)*z^6
12a_1264,(3*v^(-2)-4+ v^2+ v^4)+ (5*v^(-2)-9-4*v^2+ 4*v^4)*z^2+ (4*v^(-2)-9-8*v^2+ 4*v^4)*z^4+ (v^(-2)-5-5*v^2+ v^4)*z^6+ (-1-v^2)*z^8
12a_1265,(2*v^(-4)-2*v^(-2)+ v^4)+ (2*v^(-4)-3*v^(-2)-4-2*v^2+ 2*v^4)*z^2+ (v^(-4)-2*v^(-2)-5-2*v^2+ v^4)*z^4+ (-v^(-2)-2-v^2)*z^6
12a_1266,(1+ 3*v^2-5*v^4+ v^6+ v^8)+ (2+ v^2-9*v^4+ 2*v^8)*z^2+ (1-2*v^2-7*v^4-2*v^6+ v^8)*z^4+ (-v^2-2*v^4-v^6)*z^6
12a_1267,(v^(-4)-1+ v^4)+ (2*v^(-4)-v^(-2)-6-v^2+ 2*v^4)*z^2+ (v^(-4)-2*v^(-2)-6-2*v^2+ v^4)*z^4+ (-v^(-2)-2-v^2)*z^6
12a_1268,(-v^(-4)+ 2*v^(-2))+ (-3*v^(-4)+ 4*v^(-2)+ 3-3*v^2)*z^2+ (-3*v^(-4)+ 6*v^(-2)+ 6-3*v^2)*z^4+ (-v^(-4)+ 4*v^(-2)+ 4-v^2)*z^6+ (v^(-2)+ 1)*z^8
12a_1269,(2*v^(-4)-2*v^(-2)+ 1-2*v^2+ 2*v^4)+ (2*v^(-4)-3*v^(-2)-4-3*v^2+ 2*v^4)*z^2+ (v^(-4)-2*v^(-2)-5-2*v^2+ v^4)*z^4+ (-v^(-2)-2-v^2)*z^6
12a_1270,(1)+ (3-5*v^2+ v^4+ v^6)*z^2+ (3-7*v^2-2*v^4+ 2*v^6)*z^4+ (1-4*v^2-3*v^4+ v^6)*z^6+ (-v^2-v^4)*z^8
12a_1271,(1)+ (-v^(-6)+ 2*v^(-2)-v^2)*z^2+ (-v^(-6)+ v^(-4)+ 4*v^(-2)+ 1-v^2)*z^4+ (v^(-4)+ 2*v^(-2)+ 1)*z^6
12a_1272,(-1+ 4*v^2-2*v^4)+ (-2*v^(-2)+ 1+ 6*v^2-3*v^4)*z^2+ (-3*v^(-2)+ 5+ 6*v^2-3*v^4)*z^4+ (-v^(-2)+ 4+ 4*v^2-v^4)*z^6+ (1+ v^2)*z^8
12a_1273,(3*v^(-2)-5+ 3*v^2)+ (13*v^(-2)-29+ 13*v^2)*z^2+ (16*v^(-2)-45+ 16*v^2)*z^4+ (7*v^(-2)-30+ 7*v^2)*z^6+ (v^(-2)-9+ v^2)*z^8+ (-1)*z^10
12a_1274,(v^(-4)+ v^(-2)-4+ 3*v^2)+ (4*v^(-4)-2*v^(-2)-13+ 7*v^2)*z^2+ (4*v^(-4)-7*v^(-2)-13+ 5*v^2)*z^4+ (v^(-4)-5*v^(-2)-6+ v^2)*z^6+ (-v^(-2)-1)*z^8
12a_1275,(v^(-4)+ v^(-2)-3+ v^2+ v^4)+ (2*v^(-4)-v^(-2)-7-v^2+ 2*v^4)*z^2+ (v^(-4)-2*v^(-2)-6-2*v^2+ v^4)*z^4+ (-v^(-2)-2-v^2)*z^6
12a_1276,(2*v^(-4)-v^(-2)-3+ 3*v^2)+ (7*v^(-4)-9*v^(-2)-10+ 7*v^2)*z^2+ (5*v^(-4)-12*v^(-2)-12+ 5*v^2)*z^4+ (v^(-4)-6*v^(-2)-6+ v^2)*z^6+ (-v^(-2)-1)*z^8
12a_1277,(2*v^(-4)-v^(-2)-2+ v^2+ v^4)+ (3*v^(-4)-3*v^(-2)-8+ 2*v^4)*z^2+ (v^(-4)-3*v^(-2)-7-2*v^2+ v^4)*z^4+ (-v^(-2)-2-v^2)*z^6
12a_1278,(v^(-6)-3+ 3*v^2)+ (3*v^(-6)-3*v^(-4)-3*v^(-2)-7+ 4*v^2)*z^2+ (v^(-6)-4*v^(-4)-4*v^(-2)-5+ v^2)*z^4+ (-v^(-4)-v^(-2)-1)*z^6
12a_1279,(v^(-6)-2+ v^2+ v^4)+ (v^(-6)-v^(-4)-3*v^(-2)-4-v^2+ v^4)*z^2+ (-v^(-4)-2*v^(-2)-2-v^2)*z^4
12a_1280,(v^(-4)-1+ v^4)+ (2*v^(-4)-3*v^(-2)-2-3*v^2+ 2*v^4)*z^2+ (v^(-4)-5*v^(-2)+ 2-5*v^2+ v^4)*z^4+ (-2*v^(-2)+ 3-2*v^2)*z^6+ (1)*z^8
12a_1281,(2*v^(-4)-v^(-2)-1-v^2+ 2*v^4)+ (3*v^(-4)-3*v^(-2)-7-3*v^2+ 3*v^4)*z^2+ (v^(-4)-3*v^(-2)-7-3*v^2+ v^4)*z^4+ (-v^(-2)-2-v^2)*z^6
12a_1282,(v^(-6)-1-v^2+ 2*v^4)+ (v^(-6)-v^(-4)-3*v^(-2)-4-2*v^2+ v^4)*z^2+ (-v^(-4)-2*v^(-2)-2-v^2)*z^4
12a_1283,(4*v^(-2)-7+ 4*v^2)+ (16*v^(-2)-36+ 16*v^2)*z^2+ (17*v^(-2)-50+ 17*v^2)*z^4+ (7*v^(-2)-31+ 7*v^2)*z^6+ (v^(-2)-9+ v^2)*z^8+ (-1)*z^10
12a_1284,(v^(-4)+ 2*v^(-2)-6+ 4*v^2)+ (5*v^(-4)-3*v^(-2)-15+ 8*v^2)*z^2+ (4*v^(-4)-8*v^(-2)-14+ 5*v^2)*z^4+ (v^(-4)-5*v^(-2)-6+ v^2)*z^6+ (-v^(-2)-1)*z^8
12a_1285,(2*v^(-4)-5+ 4*v^2)+ (7*v^(-4)-8*v^(-2)-13+ 8*v^2)*z^2+ (5*v^(-4)-12*v^(-2)-13+ 5*v^2)*z^4+ (v^(-4)-6*v^(-2)-6+ v^2)*z^6+ (-v^(-2)-1)*z^8
12a_1286,(v^(-6)+ v^(-2)-5+ 4*v^2)+ (3*v^(-6)-3*v^(-4)-3*v^(-2)-8+ 4*v^2)*z^2+ (v^(-6)-4*v^(-4)-4*v^(-2)-5+ v^2)*z^4+ (-v^(-4)-v^(-2)-1)*z^6
12a_1287,(v^(-6)-1+ v^6)+ (-v^(-4)-2*v^(-2)-3-2*v^2-v^4)*z^2
12a_1288,(5*v^(-2)-9+ 5*v^2)+ (18*v^(-2)-41+ 18*v^2)*z^2+ (18*v^(-2)-54+ 18*v^2)*z^4+ (7*v^(-2)-32+ 7*v^2)*z^6+ (v^(-2)-9+ v^2)*z^8+ (-1)*z^10
12n_1,(v^(-2)+ 1-4*v^2+ 4*v^4-v^6)+ (1-7*v^2+ 5*v^4-v^6)*z^2+ (1-4*v^2+ 2*v^4)*z^4+ (-v^2)*z^6
12n_2,(-2*v^(-2)+ 7-7*v^2+ 4*v^4-v^6)+ (-3*v^(-2)+ 13-16*v^2+ 8*v^4-v^6)*z^2+ (-v^(-2)+ 9-14*v^2+ 5*v^4)*z^4+ (2-6*v^2+ v^4)*z^6+ (-v^2)*z^8
12n_3,(-v^(-6)+ 2*v^(-4)-2*v^(-2)+ 3-v^2)+ (-v^(-6)+ 4*v^(-4)-4*v^(-2)+ 4-v^2)*z^2+ (2*v^(-4)-3*v^(-2)+ 2)*z^4+ (-v^(-2))*z^6
12n_4,(v^(-4)-3*v^(-2)+ 4-v^2)+ (-3*v^(-2)+ 6-4*v^2+ v^4)*z^2+ (3-3*v^2+ v^4)*z^4+ (-v^2)*z^6
12n_5,(-v^(-10)+ 3*v^(-8)-4*v^(-6)+ 2*v^(-4)+ v^(-2))+ (3*v^(-8)-6*v^(-6)+ 5*v^(-4))*z^2+ (-3*v^(-6)+ 3*v^(-4)-v^(-2))*z^4+ (v^(-4))*z^6
12n_6,(3-7*v^2+ 8*v^4-3*v^6)+ (4-14*v^2+ 16*v^4-6*v^6+ v^8)*z^2+ (1-10*v^2+ 13*v^4-5*v^6)*z^4+ (-2*v^2+ 6*v^4-v^6)*z^6+ (v^4)*z^8
12n_7,(3-4*v^2+ 2*v^4)+ (-2*v^(-2)+ 5-6*v^2+ v^4)*z^2+ (-v^(-2)+ 4-2*v^2)*z^4+ (1)*z^6
12n_8,(4-7*v^2+ 6*v^4-3*v^6+ v^8)+ (4-15*v^2+ 14*v^4-7*v^6+ v^8)*z^2+ (1-10*v^2+ 13*v^4-5*v^6)*z^4+ (-2*v^2+ 6*v^4-v^6)*z^6+ (v^4)*z^8
12n_9,(v^(-8)-2*v^(-6)+ 2*v^(-4)-2*v^(-2)+ 2)+ (v^(-8)-4*v^(-6)+ 4*v^(-4)-4*v^(-2)+ 1)*z^2+ (-2*v^(-6)+ 3*v^(-4)-2*v^(-2))*z^4+ (v^(-4))*z^6
12n_10,(2*v^(-4)-4*v^(-2)+ 3)+ (v^(-4)-6*v^(-2)+ 5-2*v^2)*z^2+ (-2*v^(-2)+ 4-v^2)*z^4+ (1)*z^6
12n_11,(v^(-4)-2*v^(-2)+ 3-v^2-v^4+ v^6)+ (-3*v^(-2)+ 3-v^2-2*v^4)*z^2+ (2+ v^2)*z^4
12n_12,(2*v^(-2)-2+ 2*v^4-2*v^6+ v^8)+ (v^(-2)-5+ 3*v^4-3*v^6)*z^2+ (-2+ 2*v^2+ 3*v^4-v^6)*z^4+ (v^2+ v^4)*z^6
12n_13,(v^(-8)-2*v^(-6)+ 2*v^(-4)-v^(-2)+ v^2)+ (-2*v^(-6)+ 2*v^(-4)-2*v^(-2)-1)*z^2+ (v^(-4))*z^4
12n_14,(v^(-4)-2*v^(-2)+ 3-2*v^2+ v^4)+ (-3*v^(-2)+ 5-5*v^2+ v^4)*z^2+ (3-3*v^2+ v^4)*z^4+ (-v^2)*z^6
12n_15,(-v^(-6)+ 3*v^(-4)-3*v^(-2)+ 2)+ (v^(-8)-2*v^(-6)+ 4*v^(-4)-5*v^(-2)+ 2)*z^2+ (-2*v^(-6)+ 2*v^(-4)-3*v^(-2))*z^4+ (v^(-4))*z^6
12n_16,(3-6*v^2+ 7*v^4-4*v^6+ v^8)+ (4-13*v^2+ 14*v^4-8*v^6+ 2*v^8)*z^2+ (1-10*v^2+ 12*v^4-6*v^6)*z^4+ (-2*v^2+ 6*v^4-v^6)*z^6+ (v^4)*z^8
12n_17,(v^(-2)-1+ v^2)+ (v^(-6)-2*v^(-4)+ 2*v^(-2)-3+ v^2)*z^2+ (-2*v^(-4)+ 2*v^(-2)-2)*z^4+ (v^(-2))*z^6
12n_18,(v^(-6)-2*v^(-4)+ 2*v^(-2)-v^2+ v^4)+ (-3*v^(-4)+ 4*v^(-2)-3-v^2)*z^2+ (3*v^(-2)-2+ v^2)*z^4+ (-1)*z^6
12n_19,(2*v^(-4)-4*v^(-2)+ 4-v^2-v^4+ v^6)+ (v^(-4)-7*v^(-2)+ 6-2*v^2-2*v^4)*z^2+ (-2*v^(-2)+ 5)*z^4+ (1)*z^6
12n_20,(v^(-4)-3*v^(-2)+ 4-v^2)+ (v^(-4)-5*v^(-2)+ 6-2*v^2)*z^2+ (-2*v^(-2)+ 4-v^2)*z^4+ (1)*z^6
12n_21,(3-5*v^2+ 5*v^4-3*v^6+ v^8)+ (2-9*v^2+ 10*v^4-6*v^6+ v^8)*z^2+ (-4*v^2+ 7*v^4-3*v^6)*z^4+ (2*v^4)*z^6
12n_22,(v^(-4)-2*v^(-2)+ 4-4*v^2+ 2*v^4)+ (2*v^(-4)-8*v^(-2)+ 9-7*v^2+ v^4)*z^2+ (v^(-4)-7*v^(-2)+ 10-4*v^2)*z^4+ (-2*v^(-2)+ 5-v^2)*z^6+ (1)*z^8
12n_23,(2*v^(-4)-5*v^(-2)+ 6-3*v^2+ v^4)+ (v^(-4)-7*v^(-2)+ 10-8*v^2+ 2*v^4)*z^2+ (-2*v^(-2)+ 6-5*v^2+ v^4)*z^4+ (1-v^2)*z^6
12n_24,(-v^(-2)+ 4-3*v^2+ v^4)+ (-v^(-2)+ 5-6*v^2+ 2*v^4)*z^2+ (2-4*v^2+ v^4)*z^4+ (-v^2)*z^6
12n_25,(2-2*v^2+ v^4)+ (1-3*v^2+ v^4)*z^2+ (-v^2)*z^4
12n_26,(-v^(-2)+ 5-6*v^2+ 4*v^4-v^6)+ (-v^(-2)+ 7-12*v^2+ 7*v^4-v^6)*z^2+ (3-8*v^2+ 3*v^4)*z^4+ (-2*v^2)*z^6
12n_27,(3-5*v^2+ 4*v^4-v^6)+ (-2*v^(-2)+ 7-11*v^2+ 6*v^4-v^6)*z^2+ (-v^(-2)+ 7-10*v^2+ 4*v^4)*z^4+ (2-5*v^2+ v^4)*z^6+ (-v^2)*z^8
12n_28,(-v^(-6)+ 4*v^(-4)-6*v^(-2)+ 5-v^2)+ (-v^(-6)+ 5*v^(-4)-10*v^(-2)+ 9-3*v^2)*z^2+ (2*v^(-4)-5*v^(-2)+ 6-v^2)*z^4+ (-v^(-2)+ 1)*z^6
12n_29,(3-5*v^2+ 5*v^4-3*v^6+ v^8)+ (2-9*v^2+ 10*v^4-6*v^6+ v^8)*z^2+ (-4*v^2+ 7*v^4-3*v^6)*z^4+ (2*v^4)*z^6
12n_30,(v^(-4)-2*v^(-2)+ 4-4*v^2+ 2*v^4)+ (2*v^(-4)-8*v^(-2)+ 9-7*v^2+ v^4)*z^2+ (v^(-4)-7*v^(-2)+ 10-4*v^2)*z^4+ (-2*v^(-2)+ 5-v^2)*z^6+ (1)*z^8
12n_31,(2*v^(-4)-5*v^(-2)+ 6-3*v^2+ v^4)+ (v^(-4)-7*v^(-2)+ 10-8*v^2+ 2*v^4)*z^2+ (-2*v^(-2)+ 6-5*v^2+ v^4)*z^4+ (1-v^2)*z^6
12n_32,(-v^(-2)+ 5-6*v^2+ 4*v^4-v^6)+ (-v^(-2)+ 7-12*v^2+ 7*v^4-v^6)*z^2+ (3-8*v^2+ 3*v^4)*z^4+ (-2*v^2)*z^6
12n_33,(3-5*v^2+ 4*v^4-v^6)+ (-2*v^(-2)+ 7-11*v^2+ 6*v^4-v^6)*z^2+ (-v^(-2)+ 7-10*v^2+ 4*v^4)*z^4+ (2-5*v^2+ v^4)*z^6+ (-v^2)*z^8
12n_34,(-v^(-6)+ 4*v^(-4)-6*v^(-2)+ 5-v^2)+ (-v^(-6)+ 5*v^(-4)-10*v^(-2)+ 9-3*v^2)*z^2+ (2*v^(-4)-5*v^(-2)+ 6-v^2)*z^4+ (-v^(-2)+ 1)*z^6
12n_35,(v^(-4)-3*v^(-2)+ 5-3*v^2+ v^4)+ (-3*v^(-2)+ 7-7*v^2+ 2*v^4)*z^2+ (3-4*v^2+ v^4)*z^4+ (-v^2)*z^6
12n_36,(v^(-8)-3*v^(-6)+ 4*v^(-4)-3*v^(-2)+ 2)+ (v^(-8)-4*v^(-6)+ 6*v^(-4)-6*v^(-2)+ 2)*z^2+ (-2*v^(-6)+ 3*v^(-4)-3*v^(-2))*z^4+ (v^(-4))*z^6
12n_37,(3-5*v^2+ 5*v^4-3*v^6+ v^8)+ (4-13*v^2+ 12*v^4-6*v^6+ v^8)*z^2+ (1-10*v^2+ 12*v^4-5*v^6)*z^4+ (-2*v^2+ 6*v^4-v^6)*z^6+ (v^4)*z^8
12n_38,(-v^(-6)+ 3*v^(-4)-4*v^(-2)+ 4-v^2)+ (3*v^(-4)-7*v^(-2)+ 7-2*v^2)*z^2+ (-3*v^(-2)+ 4-v^2)*z^4+ (1)*z^6
12n_39,(-v^(-6)+ 3*v^(-4)-4*v^(-2)+ 4-v^2)+ (-v^(-6)+ 4*v^(-4)-6*v^(-2)+ 6-2*v^2)*z^2+ (2*v^(-4)-3*v^(-2)+ 3)*z^4+ (-v^(-2))*z^6
12n_40,(-v^(-2)+ 5-6*v^2+ 4*v^4-v^6)+ (-3*v^(-2)+ 11-14*v^2+ 7*v^4-v^6)*z^2+ (-v^(-2)+ 9-13*v^2+ 5*v^4)*z^4+ (2-6*v^2+ v^4)*z^6+ (-v^2)*z^8
12n_41,(v^(-4)-2*v^(-2)+ 4-4*v^2+ 2*v^4)+ (-4*v^(-2)+ 7-7*v^2+ v^4)*z^2+ (-v^(-2)+ 5-2*v^2)*z^4+ (1)*z^6
12n_42,(2-3*v^2+ 4*v^4-3*v^6+ v^8)+ (1-5*v^2+ 7*v^4-5*v^6+ v^8)*z^2+ (-2*v^2+ 4*v^4-2*v^6)*z^4+ (v^4)*z^6
12n_43,(2*v^(-4)-4*v^(-2)+ 5-4*v^2+ 2*v^4)+ (3*v^(-4)-12*v^(-2)+ 12-8*v^2+ v^4)*z^2+ (v^(-4)-9*v^(-2)+ 13-5*v^2)*z^4+ (-2*v^(-2)+ 6-v^2)*z^6+ (1)*z^8
12n_44,(2*v^(-4)-4*v^(-2)+ 4-2*v^2+ v^4)+ (v^(-4)-6*v^(-2)+ 6-5*v^2+ v^4)*z^2+ (-2*v^(-2)+ 4-2*v^2)*z^4+ (1)*z^6
12n_45,(3-5*v^2+ 4*v^4-v^6)+ (3-9*v^2+ 6*v^4-v^6)*z^2+ (1-5*v^2+ 2*v^4)*z^4+ (-v^2)*z^6
12n_46,(v^(-2)-1+ v^2+ v^4-2*v^6+ v^8)+ (-2+ v^2+ v^4-2*v^6)*z^2+ (v^2+ v^4)*z^4
12n_47,(2*v^(-4)-3*v^(-2)+ 2-v^4+ v^6)+ (v^(-4)-6*v^(-2)+ 2+ v^2-3*v^4)*z^2+ (-2*v^(-2)+ 3+ 3*v^2-v^4)*z^4+ (1+ v^2)*z^6
12n_48,(v^(-6)-v^(-4)+ 1-v^2+ v^4)+ (-2*v^(-4)-2*v^2)*z^2+ (v^(-2)+ 1)*z^4
12n_49,(v^(-4)-v^(-2)+ 1-v^4+ v^6)+ (-3*v^(-2)+ 1+ v^2-3*v^4)*z^2+ (2+ 2*v^2)*z^4
12n_50,(v^(-2)-v^2+ 2*v^4-2*v^6+ v^8)+ (v^(-2)-3-2*v^2+ 4*v^4-3*v^6)*z^2+ (-2+ v^2+ 3*v^4-v^6)*z^4+ (v^2+ v^4)*z^6
12n_51,(v^(-8)-2*v^(-6)+ v^(-4)+ v^(-2)-1+ v^2)+ (-2*v^(-6)+ 2*v^(-4)-3+ v^2)*z^2+ (v^(-4)-1)*z^4
12n_52,(-2*v^(-8)+ 4*v^(-6)-3*v^(-4)+ 2*v^(-2))+ (5*v^(-6)-6*v^(-4)+ 4*v^(-2))*z^2+ (-4*v^(-4)+ 2*v^(-2)-1)*z^4+ (v^(-2))*z^6
12n_53,(2*v^(-2)-3+ 2*v^2)+ (-4+ 3*v^2-v^6)*z^2+ (2*v^2+ v^4)*z^4
12n_54,(-2*v^(-6)+ 5*v^(-4)-4*v^(-2)+ 2)+ (-v^(-6)+ 7*v^(-4)-8*v^(-2)+ 3)*z^2+ (2*v^(-4)-5*v^(-2)+ 1)*z^4+ (-v^(-2))*z^6
12n_55,(3-7*v^2+ 9*v^4-5*v^6+ v^8)+ (2-10*v^2+ 14*v^4-7*v^6+ v^8)*z^2+ (-4*v^2+ 8*v^4-3*v^6)*z^4+ (2*v^4)*z^6
12n_56,(-2*v^(-6)+ 6*v^(-4)-8*v^(-2)+ 7-2*v^2)+ (-v^(-6)+ 7*v^(-4)-12*v^(-2)+ 11-3*v^2)*z^2+ (2*v^(-4)-6*v^(-2)+ 6-v^2)*z^4+ (-v^(-2)+ 1)*z^6
12n_57,(-2*v^(-6)+ 6*v^(-4)-8*v^(-2)+ 7-2*v^2)+ (-v^(-6)+ 7*v^(-4)-12*v^(-2)+ 11-3*v^2)*z^2+ (2*v^(-4)-6*v^(-2)+ 6-v^2)*z^4+ (-v^(-2)+ 1)*z^6
12n_58,(v^(-12)-5*v^(-10)+ 8*v^(-8)-7*v^(-6)+ 4*v^(-4))+ (-4*v^(-10)+ 12*v^(-8)-11*v^(-6)+ 7*v^(-4))*z^2+ (5*v^(-8)-7*v^(-6)+ 3*v^(-4))*z^4+ (-2*v^(-6))*z^6
12n_59,(5*v^4-9*v^6+ 9*v^8-5*v^10+ v^12)+ (10*v^4-18*v^6+ 15*v^8-4*v^10)*z^2+ (6*v^4-16*v^6+ 8*v^8)*z^4+ (v^4-7*v^6+ v^8)*z^6+ (-v^6)*z^8
12n_60,(-2*v^(-2)+ 8-10*v^2+ 7*v^4-2*v^6)+ (-3*v^(-2)+ 14-19*v^2+ 10*v^4-v^6)*z^2+ (-v^(-2)+ 9-15*v^2+ 5*v^4)*z^4+ (2-6*v^2+ v^4)*z^6+ (-v^2)*z^8
12n_61,(-2*v^(-2)+ 8-10*v^2+ 7*v^4-2*v^6)+ (-3*v^(-2)+ 14-19*v^2+ 10*v^4-v^6)*z^2+ (-v^(-2)+ 9-15*v^2+ 5*v^4)*z^4+ (2-6*v^2+ v^4)*z^6+ (-v^2)*z^8
12n_62,(-v^(-2)+ 6-9*v^2+ 7*v^4-2*v^6)+ (-v^(-2)+ 8-15*v^2+ 9*v^4-v^6)*z^2+ (3-9*v^2+ 3*v^4)*z^4+ (-2*v^2)*z^6
12n_63,(v^(-8)-4*v^(-6)+ 8*v^(-4)-8*v^(-2)+ 4)+ (v^(-8)-5*v^(-6)+ 11*v^(-4)-13*v^(-2)+ 4)*z^2+ (-2*v^(-6)+ 5*v^(-4)-7*v^(-2)+ 1)*z^4+ (v^(-4)-v^(-2))*z^6
12n_64,(4-9*v^2+ 10*v^4-5*v^6+ v^8)+ (4-16*v^2+ 18*v^4-8*v^6+ v^8)*z^2+ (1-10*v^2+ 14*v^4-5*v^6)*z^4+ (-2*v^2+ 6*v^4-v^6)*z^6+ (v^4)*z^8
12n_65,(-v^(-6)+ 2*v^(-4)-1+ v^2)+ (2*v^(-4)-v^(-2)-2+ v^2)*z^2+ (-v^(-2)-1)*z^4
12n_66,(-v^(-2)+ 6-9*v^2+ 7*v^4-2*v^6)+ (-v^(-2)+ 8-15*v^2+ 9*v^4-v^6)*z^2+ (3-9*v^2+ 3*v^4)*z^4+ (-2*v^2)*z^6
12n_67,(v^(-12)-6*v^(-10)+ 10*v^(-8)-8*v^(-6)+ 4*v^(-4))+ (-6*v^(-10)+ 18*v^(-8)-15*v^(-6)+ 8*v^(-4))*z^2+ (-v^(-10)+ 11*v^(-8)-13*v^(-6)+ 5*v^(-4))*z^4+ (2*v^(-8)-6*v^(-6)+ v^(-4))*z^6+ (-v^(-6))*z^8
12n_68,(3*v^4-5*v^6+ 7*v^8-5*v^10+ v^12)+ (7*v^4-12*v^6+ 16*v^8-6*v^10)*z^2+ (5*v^4-12*v^6+ 11*v^8-v^10)*z^4+ (v^4-6*v^6+ 2*v^8)*z^6+ (-v^6)*z^8
12n_69,(-v^(-2)+ 3-2*v^2+ 2*v^4-v^6)+ (-v^(-2)+ 4-4*v^2+ 4*v^4-v^6)*z^2+ (2-3*v^2+ 2*v^4)*z^4+ (-v^2)*z^6
12n_70,(1-v^2+ 3*v^4-3*v^6+ v^8)+ (1-3*v^2+ 5*v^4-4*v^6+ v^8)*z^2+ (-2*v^2+ 3*v^4-2*v^6)*z^4+ (v^4)*z^6
12n_71,(-3*v^(-2)+ 8-6*v^2+ 3*v^4-v^6)+ (-4*v^(-2)+ 15-14*v^2+ 7*v^4-v^6)*z^2+ (-v^(-2)+ 10-13*v^2+ 5*v^4)*z^4+ (2-6*v^2+ v^4)*z^6+ (-v^2)*z^8
12n_72,(2*v^4-v^6+ 2*v^8-3*v^10+ v^12)+ (4*v^4-2*v^6+ 5*v^8-3*v^10)*z^2+ (2*v^4-2*v^6+ 3*v^8)*z^4+ (-v^6)*z^6
12n_73,(-v^(-6)+ 2*v^(-4)-2*v^(-2)+ 3-v^2)+ (2*v^(-4)-4*v^(-2)+ 6-2*v^2)*z^2+ (-2*v^(-2)+ 4-v^2)*z^4+ (1)*z^6
12n_74,(6*v^8-5*v^10-v^12+ v^14)+ (17*v^8-4*v^10-6*v^12+ v^14)*z^2+ (17*v^8+ 5*v^10-5*v^12)*z^4+ (7*v^8+ 5*v^10-v^12)*z^6+ (v^8+ v^10)*z^8
12n_75,(-3*v^(-4)+ 4*v^(-2)+ 2-2*v^2)+ (-5*v^(-4)+ 10*v^(-2)+ 3-3*v^2)*z^2+ (-2*v^(-4)+ 8*v^(-2)+ 3-v^2)*z^4+ (2*v^(-2)+ 1)*z^6
12n_76,(2*v^4+ v^6-3*v^8+ v^10)+ (3*v^4+ 4*v^6-6*v^8+ 2*v^10)*z^2+ (v^4+ 2*v^6-4*v^8+ v^10)*z^4+ (-v^8)*z^6
12n_77,(3*v^6-2*v^8+ 2*v^10-3*v^12+ v^14)+ (7*v^6+ 4*v^10-4*v^12)*z^2+ (5*v^6+ 3*v^8+ 4*v^10-v^12)*z^4+ (v^6+ v^8+ v^10)*z^6
12n_78,(-2*v^(-4)+ 3*v^(-2)+ v^2-v^4)+ (-2*v^(-4)+ 4*v^(-2)+ 2+ v^2-v^4)*z^2+ (2*v^(-2)+ 2+ v^2)*z^4
12n_79,(v^2+ 2*v^6-3*v^8+ v^10)+ (v^2+ v^4+ 2*v^6-3*v^8+ v^10)*z^2+ (-v^8)*z^4
